Repositório,Estrelas,Pull Requests,Estado PR,Número PR,Data de Criação PR,Data de Fechamento PR,Data de Merge PR,Intervalo Criação e Última Atividade,Status Revisão,Revisões,Arquivos Alterados,Linhas Adicionadas,Linhas Excluídas,Caracteres Corpo PR,Participantes PR,Comentários PR
CompVis/stable-diffusion,65268,74,CLOSED,31,2022-08-18 00:30:23+00:00,2024-01-18 16:44:04+00:00,0,12448.23,0,0,1,1,0,50,1,0
CompVis/stable-diffusion,65268,74,MERGED,27,2022-08-16 19:09:38+00:00,2022-08-16 21:11:39+00:00,2022-08-16 21:11:39+00:00,2.03,0,0,1,19,0,0,2,1
CompVis/stable-diffusion,65268,74,MERGED,5,2022-08-12 20:27:31+00:00,2022-08-13 15:06:31+00:00,2022-08-13 15:06:31+00:00,18.65,0,0,1,2,0,135,2,1
coder/code-server,65185,1826,MERGED,6745,2024-04-05 12:37:44+00:00,2024-04-05 22:20:29+00:00,2024-04-05 22:20:29+00:00,9.71,APPROVED,1,17,80,84,11,2,3
coder/code-server,65185,1826,CLOSED,6742,2024-04-02 02:11:51+00:00,2024-04-02 18:03:40+00:00,0,15.86,REVIEW_REQUIRED,0,1,0,0,17,2,4
coder/code-server,65185,1826,MERGED,6741,2024-04-01 11:56:36+00:00,2024-04-05 22:21:27+00:00,2024-04-05 22:21:27+00:00,106.41,APPROVED,1,1,4,4,7023,1,0
coder/code-server,65185,1826,MERGED,6740,2024-04-01 11:56:28+00:00,2024-04-05 22:21:48+00:00,2024-04-05 22:21:48+00:00,106.42,APPROVED,1,1,4,4,2257,1,0
coder/code-server,65185,1826,MERGED,6739,2024-04-01 11:56:25+00:00,2024-04-05 22:24:18+00:00,2024-04-05 22:24:18+00:00,106.46,APPROVED,1,2,2,2,1848,1,0
coder/code-server,65185,1826,MERGED,6738,2024-04-01 11:26:32+00:00,2024-04-05 22:22:08+00:00,2024-04-05 22:22:08+00:00,106.93,APPROVED,1,1,3,3,2781,1,0
coder/code-server,65185,1826,MERGED,6736,2024-04-01 11:24:48+00:00,2024-04-05 22:22:30+00:00,2024-04-05 22:22:30+00:00,106.96,APPROVED,1,1,3,3,3647,1,0
coder/code-server,65185,1826,MERGED,6725,2024-03-16 22:59:08+00:00,2024-04-05 22:22:50+00:00,2024-04-05 22:22:50+00:00,479.39,APPROVED,1,1,3,3,1874,1,0
coder/code-server,65185,1826,MERGED,6721,2024-03-12 18:44:12+00:00,2024-03-12 19:30:02+00:00,2024-03-12 19:30:02+00:00,0.76,APPROVED,1,1,1,1,16,2,0
coder/code-server,65185,1826,MERGED,6714,2024-03-08 07:13:14+00:00,2024-03-11 20:51:09+00:00,2024-03-11 20:51:09+00:00,85.63,APPROVED,1,1,1,1,16,2,1
coder/code-server,65185,1826,CLOSED,6710,2024-03-04 19:55:00+00:00,2024-03-06 11:30:06+00:00,0,39.59,REVIEW_REQUIRED,0,1,38,0,929,2,2
coder/code-server,65185,1826,MERGED,6706,2024-03-01 12:39:07+00:00,2024-03-07 19:15:43+00:00,2024-03-07 19:15:43+00:00,150.61,APPROVED,1,2,2,2,8949,1,0
coder/code-server,65185,1826,MERGED,6705,2024-03-01 12:39:03+00:00,2024-03-07 19:20:04+00:00,2024-03-07 19:20:04+00:00,150.68,APPROVED,1,2,2,2,3049,1,0
coder/code-server,65185,1826,MERGED,6704,2024-03-01 12:19:49+00:00,2024-03-07 19:32:06+00:00,2024-03-07 19:32:06+00:00,151.2,APPROVED,1,1,3,3,3770,1,0
coder/code-server,65185,1826,MERGED,6703,2024-03-01 12:19:40+00:00,2024-03-07 19:17:25+00:00,2024-03-07 19:17:25+00:00,150.96,APPROVED,1,1,41,41,5200,1,0
coder/code-server,65185,1826,MERGED,6702,2024-03-01 12:19:14+00:00,2024-03-07 20:03:17+00:00,2024-03-07 20:03:17+00:00,151.73,APPROVED,1,1,13,13,2271,1,0
coder/code-server,65185,1826,MERGED,6701,2024-03-01 12:19:04+00:00,2024-03-07 20:04:03+00:00,2024-03-07 20:04:03+00:00,151.75,APPROVED,1,1,20,55,4699,1,0
coder/code-server,65185,1826,MERGED,6700,2024-03-01 12:18:36+00:00,2024-03-07 19:18:02+00:00,2024-03-07 19:18:02+00:00,150.99,APPROVED,1,2,5,5,2554,1,0
coder/code-server,65185,1826,MERGED,6697,2024-02-29 08:34:03+00:00,2024-02-29 21:30:03+00:00,2024-02-29 21:30:03+00:00,12.93,APPROVED,1,8,23,23,11,2,4
coder/code-server,65185,1826,MERGED,6692,2024-02-28 21:52:14+00:00,2024-02-28 22:06:50+00:00,2024-02-28 22:06:50+00:00,0.24,APPROVED,1,1,11,0,42,2,0
coder/code-server,65185,1826,CLOSED,6683,2024-02-22 02:19:11+00:00,2024-04-05 22:23:08+00:00,0,1052.07,REVIEW_REQUIRED,0,1,12,0,516,2,3
coder/code-server,65185,1826,MERGED,6682,2024-02-21 10:50:48+00:00,2024-02-21 22:50:59+00:00,2024-02-21 22:50:59+00:00,12.0,APPROVED,1,1,3,3,1946,1,0
coder/code-server,65185,1826,MERGED,6681,2024-02-20 23:33:43+00:00,2024-02-21 22:50:49+00:00,2024-02-21 22:50:49+00:00,23.29,APPROVED,1,1,6,6,1697,1,0
coder/code-server,65185,1826,MERGED,6677,2024-02-15 15:41:34+00:00,2024-02-15 22:12:57+00:00,2024-02-15 22:12:57+00:00,6.52,APPROVED,1,2,2,2,16,3,3
coder/code-server,65185,1826,MERGED,6676,2024-02-15 03:49:19+00:00,2024-04-05 22:21:01+00:00,2024-04-05 22:21:01+00:00,1218.53,REVIEW_REQUIRED,0,1,1,1,207,2,10
coder/code-server,65185,1826,MERGED,6671,2024-02-11 17:00:49+00:00,2024-02-12 22:11:45+00:00,2024-02-12 22:11:45+00:00,29.18,APPROVED,1,1,6,0,165,2,1
coder/code-server,65185,1826,MERGED,6670,2024-02-09 04:10:00+00:00,2024-02-09 21:56:57+00:00,2024-02-09 21:56:57+00:00,17.78,APPROVED,1,1,1,1,89,2,0
coder/code-server,65185,1826,MERGED,6669,2024-02-08 19:40:41+00:00,2024-02-08 21:31:50+00:00,2024-02-08 21:31:50+00:00,1.85,APPROVED,2,5,164,1,70,2,1
coder/code-server,65185,1826,MERGED,6668,2024-02-08 14:12:23+00:00,2024-02-08 20:10:43+00:00,2024-02-08 20:10:43+00:00,5.97,APPROVED,1,2,4,4,16,2,1
coder/code-server,65185,1826,CLOSED,6665,2024-02-06 03:52:58+00:00,2024-02-06 03:58:59+00:00,0,0.1,REVIEW_REQUIRED,0,1,427,0,7,1,0
coder/code-server,65185,1826,MERGED,6655,2024-02-01 14:52:53+00:00,2024-02-02 01:36:48+00:00,2024-02-02 01:36:48+00:00,10.73,APPROVED,1,11,33,33,11,2,2
coder/code-server,65185,1826,MERGED,6654,2024-02-01 12:08:39+00:00,2024-02-02 01:37:09+00:00,2024-02-02 01:37:09+00:00,13.47,APPROVED,1,1,4,4,5852,1,0
coder/code-server,65185,1826,MERGED,6653,2024-02-01 12:08:29+00:00,2024-02-02 01:37:34+00:00,2024-02-02 01:37:34+00:00,13.48,APPROVED,1,2,5,5,6719,1,0
coder/code-server,65185,1826,MERGED,6652,2024-02-01 12:08:23+00:00,2024-02-02 01:37:42+00:00,2024-02-02 01:37:42+00:00,13.49,REVIEW_REQUIRED,0,2,2,2,8899,1,0
coder/code-server,65185,1826,MERGED,6651,2024-02-01 12:08:17+00:00,2024-02-02 01:37:57+00:00,2024-02-02 01:37:57+00:00,13.49,APPROVED,1,1,2,2,3407,1,0
coder/code-server,65185,1826,MERGED,6650,2024-02-01 12:08:11+00:00,2024-02-02 01:38:25+00:00,2024-02-02 01:38:25+00:00,13.5,APPROVED,1,1,7,7,5319,1,0
coder/code-server,65185,1826,MERGED,6649,2024-02-01 12:05:04+00:00,2024-02-02 01:38:45+00:00,2024-02-02 01:38:45+00:00,13.56,APPROVED,1,1,18,236,5527,1,0
coder/code-server,65185,1826,MERGED,6648,2024-02-01 12:04:56+00:00,2024-02-02 02:14:33+00:00,2024-02-02 02:14:33+00:00,14.16,APPROVED,1,1,3,3,2452,1,0
coder/code-server,65185,1826,MERGED,6647,2024-02-01 12:04:48+00:00,2024-02-02 01:39:00+00:00,2024-02-02 01:39:00+00:00,13.57,APPROVED,1,1,3,3,3003,1,0
coder/code-server,65185,1826,MERGED,6646,2024-02-01 12:04:39+00:00,2024-02-02 01:39:14+00:00,2024-02-02 01:39:14+00:00,13.58,APPROVED,1,1,53,53,4654,1,0
coder/code-server,65185,1826,MERGED,6645,2024-02-01 12:04:20+00:00,2024-02-02 01:39:31+00:00,2024-02-02 01:39:31+00:00,13.59,APPROVED,1,1,3,3,4747,1,0
coder/code-server,65185,1826,MERGED,6631,2024-01-19 07:59:46+00:00,2024-01-19 22:30:17+00:00,2024-01-19 22:30:17+00:00,14.51,APPROVED,1,1,1,1,16,2,1
coder/code-server,65185,1826,MERGED,6624,2024-01-11 02:03:08+00:00,2024-01-11 02:32:57+00:00,2024-01-11 02:32:57+00:00,0.5,APPROVED,1,1,3,3,1978,1,0
coder/code-server,65185,1826,MERGED,6622,2024-01-05 22:28:28+00:00,2024-01-05 22:46:28+00:00,2024-01-05 22:46:28+00:00,0.3,APPROVED,1,1,43,8,4097,1,1
coder/code-server,65185,1826,MERGED,6621,2024-01-05 22:27:36+00:00,2024-01-05 22:28:01+00:00,2024-01-05 22:28:01+00:00,0.01,APPROVED,1,2,2,2,2689,1,0
coder/code-server,65185,1826,MERGED,6618,2024-01-02 16:54:19+00:00,2024-01-05 22:27:06+00:00,2024-01-05 22:27:06+00:00,77.55,APPROVED,1,1,4,4,5433,1,0
coder/code-server,65185,1826,MERGED,6617,2024-01-01 12:30:26+00:00,2024-01-05 22:27:25+00:00,2024-01-05 22:27:25+00:00,105.95,APPROVED,1,1,56,41,4887,1,0
coder/code-server,65185,1826,MERGED,6616,2024-01-01 12:29:21+00:00,2024-01-05 22:27:43+00:00,2024-01-05 22:27:42+00:00,105.97,APPROVED,1,1,3,3,3567,1,0
coder/code-server,65185,1826,MERGED,6615,2024-01-01 12:28:54+00:00,2024-01-05 22:28:15+00:00,2024-01-05 22:28:15+00:00,105.99,APPROVED,1,1,3,3,3705,1,0
coder/code-server,65185,1826,MERGED,6614,2024-01-01 12:28:43+00:00,2024-01-05 22:28:30+00:00,2024-01-05 22:28:30+00:00,106.0,APPROVED,1,1,44,29,4137,1,1
coder/code-server,65185,1826,MERGED,6613,2024-01-01 12:28:25+00:00,2024-01-05 22:33:11+00:00,2024-01-05 22:33:11+00:00,106.08,APPROVED,1,1,10,38,1551,1,0
coder/code-server,65185,1826,MERGED,6612,2024-01-01 12:14:38+00:00,2024-01-05 22:29:50+00:00,2024-01-05 22:29:50+00:00,106.25,APPROVED,1,1,1,1,2576,1,0
coder/code-server,65185,1826,CLOSED,6611,2024-01-01 12:14:35+00:00,2024-01-05 22:27:38+00:00,0,106.22,REVIEW_REQUIRED,0,2,2,2,2201,0,1
coder/code-server,65185,1826,MERGED,6610,2024-01-01 12:14:31+00:00,2024-01-05 22:32:10+00:00,2024-01-05 22:32:10+00:00,106.29,APPROVED,1,2,4,4,3126,1,0
coder/code-server,65185,1826,MERGED,6609,2024-01-01 12:14:28+00:00,2024-01-05 22:32:33+00:00,2024-01-05 22:32:33+00:00,106.3,APPROVED,1,2,6,6,3013,1,0
coder/code-server,65185,1826,CLOSED,6608,2024-01-01 12:14:25+00:00,2024-01-05 22:27:39+00:00,0,106.22,REVIEW_REQUIRED,0,1,4,4,5344,0,1
coder/code-server,65185,1826,MERGED,6595,2023-12-22 16:09:33+00:00,2024-01-05 20:22:34+00:00,2024-01-05 20:22:34+00:00,340.22,APPROVED,2,1,1,1,133,3,0
coder/code-server,65185,1826,MERGED,6590,2023-12-18 07:57:37+00:00,2023-12-18 21:30:17+00:00,2023-12-18 21:30:17+00:00,13.54,APPROVED,2,1,3,3,91,2,0
coder/code-server,65185,1826,MERGED,6588,2023-12-17 08:45:58+00:00,2023-12-18 20:18:44+00:00,2023-12-18 20:18:44+00:00,35.55,APPROVED,1,1,1,1,16,2,2
coder/code-server,65185,1826,MERGED,6581,2023-12-13 06:14:00+00:00,2023-12-15 20:32:14+00:00,2023-12-15 20:32:14+00:00,62.3,APPROVED,1,1,9,8,751,2,0
coder/code-server,65185,1826,MERGED,6579,2023-12-12 20:46:58+00:00,2023-12-12 23:23:55+00:00,2023-12-12 23:23:55+00:00,2.62,APPROVED,1,3,8,8,39,2,0
coder/code-server,65185,1826,MERGED,6574,2023-12-10 06:17:12+00:00,2023-12-12 20:37:17+00:00,2023-12-12 20:37:17+00:00,62.33,APPROVED,2,1,1,1,11,2,1
coder/code-server,65185,1826,MERGED,6573,2023-12-08 10:37:39+00:00,2023-12-15 21:38:02+00:00,2023-12-15 21:38:02+00:00,179.01,APPROVED,1,13,88,118,11,2,2
coder/code-server,65185,1826,MERGED,6563,2023-12-03 17:49:46+00:00,2023-12-04 19:32:17+00:00,2023-12-04 19:32:17+00:00,25.71,APPROVED,1,1,1,1,197,2,0
coder/code-server,65185,1826,CLOSED,6562,2023-12-01 12:24:08+00:00,2024-01-01 12:29:23+00:00,0,744.09,REVIEW_REQUIRED,0,1,3,3,2861,0,1
coder/code-server,65185,1826,CLOSED,6561,2023-12-01 12:23:47+00:00,2024-01-01 12:28:56+00:00,0,744.09,REVIEW_REQUIRED,0,1,3,3,2413,0,1
coder/code-server,65185,1826,CLOSED,6560,2023-12-01 12:23:32+00:00,2024-01-01 12:28:27+00:00,0,744.08,REVIEW_REQUIRED,0,1,10,3,1551,0,1
coder/code-server,65185,1826,CLOSED,6559,2023-12-01 12:23:10+00:00,2024-01-01 12:28:45+00:00,0,744.09,REVIEW_REQUIRED,0,1,29,29,4392,0,1
coder/code-server,65185,1826,CLOSED,6558,2023-12-01 12:22:40+00:00,2024-01-01 12:30:28+00:00,0,744.13,REVIEW_REQUIRED,0,1,41,41,5078,0,1
coder/code-server,65185,1826,MERGED,6557,2023-11-29 21:57:30+00:00,2023-12-07 21:10:22+00:00,2023-12-07 21:10:22+00:00,191.21,APPROVED,2,8,369,39,343,2,8
coder/code-server,65185,1826,CLOSED,6554,2023-11-28 00:18:18+00:00,2023-11-28 18:50:16+00:00,0,18.53,REVIEW_REQUIRED,0,1,0,0,7,2,1
coder/code-server,65185,1826,CLOSED,6549,2023-11-24 01:40:36+00:00,2023-11-28 18:50:55+00:00,0,113.17,CHANGES_REQUESTED,1,1,3,0,7,2,0
coder/code-server,65185,1826,CLOSED,6548,2023-11-24 01:29:31+00:00,2023-11-28 18:50:52+00:00,0,113.36,CHANGES_REQUESTED,1,1,4,0,7,2,0
coder/code-server,65185,1826,MERGED,6539,2023-11-17 08:37:46+00:00,2023-11-20 17:16:18+00:00,2023-11-20 17:16:18+00:00,80.64,APPROVED,1,1,12,0,67,2,0
coder/code-server,65185,1826,MERGED,6537,2023-11-16 18:39:49+00:00,2023-11-16 19:10:36+00:00,2023-11-16 19:10:36+00:00,0.51,REVIEW_REQUIRED,0,1,7,0,128,1,0
coder/code-server,65185,1826,MERGED,6534,2023-11-14 21:26:30+00:00,2023-11-14 21:45:56+00:00,2023-11-14 21:45:56+00:00,0.32,REVIEW_REQUIRED,0,5,26,26,338,1,0
coder/code-server,65185,1826,MERGED,6533,2023-11-14 18:25:25+00:00,2023-11-14 18:38:31+00:00,2023-11-14 18:38:31+00:00,0.22,APPROVED,1,1,41,41,5190,1,0
coder/code-server,65185,1826,MERGED,6532,2023-11-14 18:24:55+00:00,2023-11-14 18:36:27+00:00,2023-11-14 18:36:27+00:00,0.19,APPROVED,1,1,29,23,8234,1,0
coder/code-server,65185,1826,MERGED,6531,2023-11-14 18:24:50+00:00,2023-11-14 18:27:31+00:00,2023-11-14 18:27:31+00:00,0.04,APPROVED,1,1,8,8,3002,1,0
coder/code-server,65185,1826,MERGED,6530,2023-11-14 18:21:31+00:00,2023-11-14 18:26:40+00:00,2023-11-14 18:26:40+00:00,0.09,APPROVED,1,2,2,2,2378,1,0
coder/code-server,65185,1826,CLOSED,6529,2023-11-13 19:16:21+00:00,2023-11-29 21:58:27+00:00,0,386.7,REVIEW_REQUIRED,0,6,285,6,485,2,9
coder/code-server,65185,1826,MERGED,6524,2023-11-10 10:32:29+00:00,2023-11-14 22:44:21+00:00,2023-11-14 22:44:21+00:00,108.2,APPROVED,1,6,25,25,11,3,14
coder/code-server,65185,1826,CLOSED,6519,2023-11-07 09:17:08+00:00,2023-11-10 10:33:13+00:00,0,73.27,REVIEW_REQUIRED,0,6,25,25,11,1,3
coder/code-server,65185,1826,CLOSED,6517,2023-11-02 10:37:17+00:00,2023-11-07 09:17:37+00:00,0,118.67,REVIEW_REQUIRED,0,6,25,25,11,1,5
coder/code-server,65185,1826,MERGED,6515,2023-11-01 11:21:12+00:00,2023-11-14 18:20:36+00:00,2023-11-14 18:20:36+00:00,318.99,APPROVED,1,1,4,4,5689,1,0
coder/code-server,65185,1826,MERGED,6514,2023-11-01 11:21:06+00:00,2023-11-14 18:21:04+00:00,2023-11-14 18:21:04+00:00,319.0,APPROVED,1,2,2,2,2477,1,0
coder/code-server,65185,1826,MERGED,6513,2023-11-01 11:21:01+00:00,2023-11-14 18:21:55+00:00,2023-11-14 18:21:55+00:00,319.01,APPROVED,1,1,2,2,3810,1,0
coder/code-server,65185,1826,MERGED,6512,2023-11-01 11:20:56+00:00,2023-11-14 18:23:06+00:00,2023-11-14 18:23:06+00:00,319.04,APPROVED,1,4,11,11,4028,1,0
coder/code-server,65185,1826,MERGED,6511,2023-11-01 11:07:25+00:00,2023-11-14 18:23:33+00:00,2023-11-14 18:23:33+00:00,319.27,APPROVED,1,1,42,8,4583,1,0
coder/code-server,65185,1826,CLOSED,6510,2023-11-01 11:07:06+00:00,2023-11-14 18:25:28+00:00,0,319.31,APPROVED,1,1,54,20,5667,1,1
coder/code-server,65185,1826,CLOSED,6509,2023-11-01 11:06:42+00:00,2023-11-14 18:24:58+00:00,0,319.3,APPROVED,1,1,24,18,8500,1,1
coder/code-server,65185,1826,MERGED,6508,2023-11-01 11:06:27+00:00,2023-11-14 18:24:53+00:00,2023-11-14 18:24:53+00:00,319.31,APPROVED,1,1,3,3,1923,1,1
coder/code-server,65185,1826,MERGED,6507,2023-11-01 11:06:10+00:00,2023-11-14 18:27:10+00:00,2023-11-14 18:27:10+00:00,319.35,APPROVED,1,1,39,27,2768,1,0
coder/code-server,65185,1826,MERGED,6495,2023-10-17 15:09:42+00:00,2023-11-14 18:26:05+00:00,2023-11-14 18:26:05+00:00,675.27,APPROVED,1,1,132,20,8843,1,0
coder/code-server,65185,1826,CLOSED,6491,2023-10-16 05:54:41+00:00,2023-10-16 20:52:38+00:00,0,14.97,REVIEW_REQUIRED,0,2,10,0,7,2,0
coder/code-server,65185,1826,MERGED,6488,2023-10-14 15:00:39+00:00,2023-10-19 00:50:21+00:00,2023-10-19 00:50:21+00:00,105.83,APPROVED,1,9,42,19,11,2,5
coder/code-server,65185,1826,CLOSED,6476,2023-10-05 10:10:08+00:00,2023-10-12 11:02:11+00:00,0,168.87,APPROVED,1,8,28,19,11,2,5
coder/code-server,65185,1826,MERGED,6472,2023-10-04 06:48:15+00:00,2023-10-04 17:17:28+00:00,2023-10-04 17:17:28+00:00,10.49,APPROVED,1,1,1,1,34,3,6
coder/code-server,65185,1826,MERGED,6471,2023-10-03 17:36:47+00:00,2023-10-04 18:41:35+00:00,2023-10-04 18:41:35+00:00,25.08,APPROVED,1,1,1,1,207,2,0
coder/code-server,65185,1826,MERGED,6468,2023-10-01 13:01:29+00:00,2023-10-02 18:03:37+00:00,2023-10-02 18:03:37+00:00,29.04,APPROVED,1,1,1,0,401,2,0
Developer-Y/cs-video-courses,64783,184,MERGED,323,2024-02-12 08:28:10+00:00,2024-02-12 18:15:54+00:00,2024-02-12 18:15:54+00:00,9.8,0,0,1,1,0,0,2,0
Developer-Y/cs-video-courses,64783,184,CLOSED,318,2024-01-26 03:26:15+00:00,2024-01-26 03:35:17+00:00,0,0.15,0,0,1,3,0,0,1,0
Developer-Y/cs-video-courses,64783,184,CLOSED,317,2024-01-26 03:23:11+00:00,2024-01-26 03:35:14+00:00,0,0.2,0,0,1,2,0,0,1,0
Developer-Y/cs-video-courses,64783,184,MERGED,316,2024-01-26 03:18:10+00:00,2024-01-26 12:57:28+00:00,2024-01-26 12:57:28+00:00,9.65,0,0,1,4,0,0,2,0
Developer-Y/cs-video-courses,64783,184,MERGED,315,2024-01-04 02:08:18+00:00,2024-01-04 17:22:20+00:00,2024-01-04 17:22:20+00:00,15.23,0,0,1,4,0,0,2,0
Developer-Y/cs-video-courses,64783,184,MERGED,314,2023-12-31 06:05:13+00:00,2023-12-31 07:39:36+00:00,2023-12-31 07:39:36+00:00,1.57,0,0,1,1,0,0,2,0
Developer-Y/cs-video-courses,64783,184,MERGED,313,2023-12-24 11:58:18+00:00,2023-12-24 18:58:41+00:00,2023-12-24 18:58:41+00:00,7.01,0,0,1,1,0,0,2,0
Developer-Y/cs-video-courses,64783,184,CLOSED,312,2023-12-19 17:10:59+00:00,2023-12-25 06:20:11+00:00,0,133.15,0,0,1,2,0,0,2,1
Developer-Y/cs-video-courses,64783,184,MERGED,311,2023-12-13 23:47:36+00:00,2023-12-19 18:32:16+00:00,2023-12-19 18:32:16+00:00,138.74,0,0,1,1,0,0,2,1
Developer-Y/cs-video-courses,64783,184,MERGED,310,2023-09-21 14:49:02+00:00,2023-09-27 19:29:48+00:00,2023-09-27 19:29:48+00:00,148.68,0,0,1,1,1,0,2,0
Developer-Y/cs-video-courses,64783,184,CLOSED,309,2023-09-21 14:46:20+00:00,2023-09-21 14:46:42+00:00,0,0.01,0,0,1,1,1,0,1,0
Developer-Y/cs-video-courses,64783,184,CLOSED,308,2023-09-12 05:56:31+00:00,2023-09-27 19:29:17+00:00,0,373.55,0,0,1,1,1,0,2,0
Developer-Y/cs-video-courses,64783,184,CLOSED,307,2023-09-05 11:48:55+00:00,2023-09-09 08:16:20+00:00,0,92.46,0,0,1,1,1,45,1,0
Developer-Y/cs-video-courses,64783,184,MERGED,306,2023-08-26 07:28:41+00:00,2023-09-09 11:50:20+00:00,2023-09-09 11:50:20+00:00,340.36,0,0,1,2,2,23,2,0
Developer-Y/cs-video-courses,64783,184,CLOSED,305,2023-08-22 22:29:10+00:00,2023-09-17 20:40:05+00:00,0,622.18,0,0,1,0,2,217,1,0
Developer-Y/cs-video-courses,64783,184,CLOSED,304,2023-08-20 21:06:18+00:00,2023-08-20 21:07:09+00:00,0,0.01,0,0,0,0,0,6,1,0
Developer-Y/cs-video-courses,64783,184,CLOSED,303,2023-08-16 22:13:33+00:00,2023-09-09 11:52:41+00:00,0,565.65,0,0,1,1,0,64,2,0
Developer-Y/cs-video-courses,64783,184,MERGED,302,2023-07-20 01:47:09+00:00,2023-07-20 08:27:12+00:00,2023-07-20 08:27:12+00:00,6.67,0,0,1,1,0,29,2,0
Developer-Y/cs-video-courses,64783,184,MERGED,298,2023-06-10 23:55:43+00:00,2023-07-06 10:35:05+00:00,2023-07-06 10:35:05+00:00,610.66,0,0,3,25,25,342,2,1
Developer-Y/cs-video-courses,64783,184,MERGED,289,2023-05-15 03:51:36+00:00,2023-07-06 10:37:44+00:00,2023-07-06 10:37:44+00:00,1254.77,0,0,1,1,1,147,2,0
Developer-Y/cs-video-courses,64783,184,CLOSED,288,2023-05-10 20:58:17+00:00,2023-05-10 20:58:50+00:00,0,0.01,0,0,1,4,1,0,1,0
Developer-Y/cs-video-courses,64783,184,MERGED,287,2023-04-20 09:32:11+00:00,2023-07-06 10:37:08+00:00,2023-07-06 10:37:08+00:00,1849.08,0,0,1,1,0,121,3,1
Developer-Y/cs-video-courses,64783,184,CLOSED,286,2023-04-16 11:47:51+00:00,2023-04-16 15:53:53+00:00,0,4.1,0,0,1,11,0,0,2,1
Developer-Y/cs-video-courses,64783,184,CLOSED,283,2023-03-11 20:04:19+00:00,2023-09-27 19:32:15+00:00,0,4799.47,0,0,1,28,24,107,2,0
Developer-Y/cs-video-courses,64783,184,MERGED,282,2023-03-10 18:20:53+00:00,2023-03-10 18:58:57+00:00,2023-03-10 18:58:57+00:00,0.63,0,0,1,1,1,0,2,0
Developer-Y/cs-video-courses,64783,184,MERGED,280,2023-02-26 13:31:11+00:00,2023-02-27 12:34:01+00:00,2023-02-27 12:34:01+00:00,23.05,0,0,1,1,1,137,2,0
Developer-Y/cs-video-courses,64783,184,CLOSED,278,2023-02-23 15:48:24+00:00,2023-02-25 14:59:38+00:00,0,47.19,0,0,1,1,1,58,1,0
Developer-Y/cs-video-courses,64783,184,MERGED,277,2023-02-22 16:32:44+00:00,2023-02-22 19:31:59+00:00,2023-02-22 19:31:59+00:00,2.99,0,0,1,1,0,0,3,1
Developer-Y/cs-video-courses,64783,184,MERGED,276,2023-02-22 16:31:43+00:00,2023-02-22 19:31:43+00:00,2023-02-22 19:31:43+00:00,3.0,0,0,1,1,0,0,2,0
Developer-Y/cs-video-courses,64783,184,MERGED,274,2023-02-09 00:52:58+00:00,2023-02-16 15:42:48+00:00,2023-02-16 15:42:48+00:00,182.83,0,0,1,2,0,37,3,1
Developer-Y/cs-video-courses,64783,184,MERGED,272,2023-02-07 15:40:41+00:00,2023-02-16 15:41:30+00:00,2023-02-16 15:41:30+00:00,216.01,0,0,1,1,1,0,3,2
Developer-Y/cs-video-courses,64783,184,MERGED,271,2023-02-02 19:53:43+00:00,2023-02-03 15:47:13+00:00,2023-02-03 15:47:13+00:00,19.89,0,0,1,2,0,96,3,2
Developer-Y/cs-video-courses,64783,184,MERGED,267,2023-01-23 17:21:11+00:00,2023-02-03 15:48:48+00:00,2023-02-03 15:48:48+00:00,262.46,0,1,1,1,1,92,3,1
Developer-Y/cs-video-courses,64783,184,MERGED,266,2023-01-23 14:38:11+00:00,2023-01-23 16:28:32+00:00,2023-01-23 16:28:32+00:00,1.84,0,0,1,1,0,0,4,2
Developer-Y/cs-video-courses,64783,184,MERGED,259,2023-01-16 19:41:39+00:00,2023-01-21 20:12:03+00:00,2023-01-21 20:12:03+00:00,120.51,0,0,1,1,0,0,3,1
Developer-Y/cs-video-courses,64783,184,MERGED,257,2023-01-11 06:32:41+00:00,2023-01-15 13:25:30+00:00,2023-01-15 13:25:30+00:00,102.88,0,0,1,1,0,100,2,0
Developer-Y/cs-video-courses,64783,184,MERGED,255,2023-01-10 00:00:45+00:00,2023-01-15 13:24:20+00:00,2023-01-15 13:24:20+00:00,133.39,0,0,1,1,0,120,2,1
Developer-Y/cs-video-courses,64783,184,CLOSED,252,2023-01-09 09:13:18+00:00,2023-01-16 01:23:00+00:00,0,160.16,0,0,1,817,817,0,2,2
Developer-Y/cs-video-courses,64783,184,MERGED,250,2023-01-08 17:37:56+00:00,2023-01-08 18:02:19+00:00,2023-01-08 18:02:19+00:00,0.41,0,0,1,1,0,134,2,1
Developer-Y/cs-video-courses,64783,184,MERGED,249,2022-12-26 01:32:43+00:00,2023-01-01 21:04:40+00:00,2023-01-01 21:04:40+00:00,163.53,0,0,1,1,1,0,2,0
Developer-Y/cs-video-courses,64783,184,MERGED,247,2022-11-12 16:03:47+00:00,2022-11-28 18:11:14+00:00,2022-11-28 18:11:14+00:00,386.12,0,0,1,1,1,116,2,1
Developer-Y/cs-video-courses,64783,184,MERGED,242,2022-10-16 15:55:40+00:00,2022-10-19 20:02:34+00:00,2022-10-19 20:02:34+00:00,76.11,0,0,1,1,1,82,2,0
Developer-Y/cs-video-courses,64783,184,MERGED,238,2022-10-08 12:29:02+00:00,2022-10-19 20:02:10+00:00,2022-10-19 20:02:10+00:00,271.55,0,0,1,1,1,92,4,2
